   2.2872447e+00  -2.2908241e+00
   4.4167457e+00  -4.4236577e+00
  -3.8264588e-02   3.8324470e-02
  -4.4964047e+00   4.5034414e+00
  -2.0272172e+00   2.0303897e+00
   1.4066584e-03  -1.4088598e-03
   2.0336257e+00  -2.0368082e+00
   4.4955461e+00  -4.5025814e+00
  -4.0159308e-02   4.0222155e-02
  -4.5892940e+00   4.5964759e+00
  -1.7860836e+00   1.7888788e+00
   1.6353740e+00  -1.6379333e+00
   2.9946130e+00  -2.9992994e+00
  -9.2012067e-01   9.2156061e-01
   9.2011048e-01  -9.2155040e-01
  -2.9946172e+00   2.9993036e+00
  -1.6352835e+00   1.6378426e+00
   1.7863446e+00  -1.7891399e+00
   4.5888595e+00  -4.5960401e+00
   3.6172227e-02  -3.6229505e-02
  -4.4997386e+00   4.5067710e+00
  -1.9976091e+00   2.0007212e+00
   1.2941187e-01  -1.2953835e-01
   1.9155705e+00  -1.9182317e+00
   2.7416995e+00  -2.7460872e+00
  -2.7177081e+00   2.7178845e+00
  -1.7538999e+00   1.7483839e+00
  -1.1482382e-01   1.4269231e-01
   1.3001985e-01   2.8033921e-02
   3.5893770e-02   1.0852295e-02
  -3.6633370e-03  -1.7009294e+00
  -1.0152324e-05  -4.4551586e+00
   3.6492435e-03  -1.8387577e+00
  -3.5807176e-02   1.5738859e-01
  -1.2967091e-01   1.9104860e+00
   1.1464211e-01   2.7458163e+00
   1.7494890e+00  -2.7179511e+00
   2.7096470e+00  -1.7925133e+00
  -2.7097239e+00  -2.4514823e-01
  -1.7497437e+00   2.4548426e-01
  -1.1429424e-01   1.7921572e+00
   1.3348217e-01   2.7142246e+00
   4.0600868e-02  -2.7503549e+00
  -3.6275778e-02  -1.8783403e+00
  -1.2990020e-01  -3.1521512e-02
   7.8578841e-02   1.7600568e+00
   1.6239592e+00   2.8329043e+00
   2.8284771e+00  -1.1277733e+00
  -9.9621992e-01   9.5071208e-01
   8.3029398e-01  -9.8995864e-01
  -2.7098924e+00   2.6864431e+00
   1.3021426e-01  -1.2205726e-01
   2.6349497e+00  -2.6347356e+00
  -2.5802221e+00   2.5839145e+00
  -1.7532731e+00   1.7516942e+00
  -2.4460797e-01   2.4081365e-01
   2.4850190e-01  -2.1266366e-01
   1.7535898e+00  -1.6261018e+00
   2.5437050e+00  -2.6629507e+00
  -2.7242030e+00   9.7226117e-01
   8.1755540e-02  -2.7998631e+00
   4.2192478e+00  -1.4758446e+00
   2.1284038e-01   1.6690165e+00
  -2.7952803e+00   2.7996460e+00
   9.2407849e-01  -2.8077202e+00
  -1.1148369e+00  -1.6333331e+00
   1.1104248e+00   1.6060746e+00
  -9.2791916e-01   2.6851261e+00
   2.8314342e+00  -2.7245809e+00
  -8.2985927e-02  -5.1112714e-02
  -4.3336474e+00   4.3405965e+00
  -1.8317828e+00   1.9682654e+00
