   1.0000000e+00   6.9552856e-02   3.2371845e+00
   2.0000000e+00   1.3430888e-01   6.2511111e+00
   3.0000000e+00  -1.1635884e-03   5.4156658e-02
   4.0000000e+00  -1.3673123e-01   6.3638542e+00
   5.0000000e+00  -6.1645676e-02   2.8691622e+00
   6.0000000e+00   4.2775095e-05   1.9908726e-03
   7.0000000e+00   6.1840553e-02   2.8782323e+00
   8.0000000e+00   1.3670512e-01   6.3626389e+00
   9.0000000e+00  -1.2212049e-03   5.6838294e-02
   1.0000000e+01  -1.3955590e-01   6.4953222e+00
   1.1000000e+01  -5.4313042e-02   2.5278809e+00
   1.2000000e+01   4.9730111e-02   2.3145785e+00
   1.3000000e+01   9.1063230e-02   4.2383375e+00
   1.4000000e+01  -2.7979962e-02   1.3022657e+00
   1.5000000e+01   2.7979653e-02   1.3022513e+00
   1.6000000e+01  -9.1063356e-02   4.2383433e+00
   1.7000000e+01  -4.9727358e-02   2.3144503e+00
   1.8000000e+01   5.4320976e-02   2.5282501e+00
   1.9000000e+01   1.3954269e-01   6.4947068e+00
   2.0000000e+01   1.0999665e-03   5.1195772e-02
   2.1000000e+01  -1.3683255e-01   6.3685660e+00
   2.2000000e+01  -6.0745225e-02   2.8272473e+00
   2.3000000e+01   3.9347516e-03   1.8310548e-01
   2.4000000e+01   5.8248238e-02   2.7109082e+00
   2.5000000e+01   8.3373063e-02   3.8804525e+00
   2.6000000e+01  -8.2614097e-02   3.8435444e+00
   2.7000000e+01  -5.3276154e-02   2.4764917e+00
   2.8000000e+01  -3.6868021e-03   1.8315459e-01
   2.9000000e+01   2.8385365e-03   1.3300775e-01
   3.0000000e+01   7.6167880e-04   3.7498467e-02
   3.1000000e+01   1.1900907e-02   1.7009334e+00
   3.2000000e+01   3.1395266e-02   4.4551586e+00
   3.3000000e+01   1.3042939e-02   1.8387613e+00
   3.4000000e+01  -1.9452502e-03   1.6141041e-01
   3.5000000e+01  -1.6491138e-02   1.9148815e+00
   3.6000000e+01  -1.6672761e-02   2.7482085e+00
   3.7000000e+01   6.0005694e-02   3.2323320e+00
   3.8000000e+01   7.5904771e-02   3.2488907e+00
   3.9000000e+01  -6.1547164e-02   2.7207905e+00
   4.0000000e+01  -4.2588168e-02   1.7668802e+00
   4.1000000e+01  -1.5298215e-02   1.7957980e+00
   4.2000000e+01  -1.6010200e-02   2.7175049e+00
   4.3000000e+01   2.0329821e-02   2.7506545e+00
   4.4000000e+01   1.2389589e-02   1.8786905e+00
   4.5000000e+01  -2.8111656e-03   1.3366999e-01
   4.6000000e+01  -1.0568227e-02   1.7618100e+00
   4.7000000e+01   1.7957571e-02   3.2653622e+00
   4.8000000e+01   7.3995147e-02   3.0450214e+00
   4.9000000e+01  -2.9962385e-02   1.3770648e+00
   5.0000000e+01   2.6364422e-02   1.2920550e+00
   5.1000000e+01  -8.2210024e-02   3.8158215e+00
   5.2000000e+01   3.9007690e-03   1.7847613e-01
   5.3000000e+01   8.0095655e-02   3.7262302e+00
   5.4000000e+01  -7.8459574e-02   3.6515969e+00
   5.5000000e+01  -5.3284844e-02   2.4783864e+00
   5.6000000e+01  -7.4088511e-03   3.4325540e-01
   5.7000000e+01   7.3014052e-03   3.2707649e-01
   5.8000000e+01   5.2407191e-02   2.3915026e+00
   5.9000000e+01   7.8163832e-02   3.6826270e+00
   6.0000000e+01  -7.0464351e-02   2.8925031e+00
   6.1000000e+01   2.1639708e-02   2.8010565e+00
   6.2000000e+01   1.0892387e-01   4.4699182e+00
   6.3000000e+01  -6.7915265e-03   1.6825329e+00
   6.4000000e+01  -8.5001656e-02   3.9562115e+00
   6.5000000e+01   4.1364148e-02   2.9558778e+00
   6.6000000e+01  -1.4522442e-02   1.9775334e+00
   6.7000000e+01   1.4611506e-02   1.9525672e+00
   6.8000000e+01  -4.0589911e-02   2.8409393e+00
   6.9000000e+01   8.5316901e-02   3.9294224e+00
   7.0000000e+01  -1.5776119e-03   9.7463704e-02
   7.1000000e+01  -1.3178312e-01   6.1336186e+00
   7.2000000e+01  -5.6644301e-02   2.6887724e+00
   7.3000000e+01   1.1257896e-03   1.2568292e-01
   7.4000000e+01   1.7315892e-02   1.9254703e+00
   7.5000000e+01   1.9952624e-02   2.7136497e+00
   7.6000000e+01  -2.0150366e-02   2.8471265e+00
   7.7000000e+01  -1.2743465e-02   1.6747181e+00
   7.8000000e+01   7.6114012e-03   1.5171238e+00
   7.9000000e+01   2.3321540e-02   2.9294967e+00
   8.0000000e+01   3.3558739e-02   2.0424201e+00
